geo_description,type,year,estimate,se,moe,cv,subtype
Pitt,county,2010,2.19636536192657,0.2610869593939492,0.4294880482030465,11.887228050479425,Pitt
Robeson,county,2010,1.9834986567686212,0.28039104743376686,0.4612432730285465,14.136185395283329,Robeson
Rowan,county,2010,1.7233501660305517,0.1570094964863933,0.258280621720117,9.110713514946204,Rowan
Union,county,2010,1.3606931857638165,0.08885127580554972,0.14616034870012928,6.529853807981969,Union
Wake,county,2010,1.8461072131680245,0.08712867659296684,0.14332667299543045,4.7195891967427555,Wake
Wayne,county,2010,1.6964733124875222,0.11525411922109319,0.1895930261186983,6.793747851659228,Wayne
Alamance,county,2011,1.6621149103126427,0.10313161474448439,0.16965150625467681,6.204842643826918,Alamance
Alexander,county,2011,1.8780954115626034,0.14394635773549266,0.23679175847488543,7.664485885502864,Alexander
Alleghany,county,2011,1.802188672885988,0.1447056525735939,0.238040798483562,8.029439689123405,Alleghany
Anson,county,2011,1.6085908518020011,0.12790603286353475,0.21040542406051466,7.951433561881184,Anson
Ashe,county,2011,1.789333544833596,0.12788138081071773,0.21036487143363067,7.146872151363508,Ashe
Beaufort,county,2011,1.5807065489737764,0.09690265005405525,0.1594048593389209,6.130337735170784,Beaufort
Bladen,county,2011,1.876575356010566,0.21283687931199488,0.3501166664682316,11.341770988854257,Bladen
Brunswick,county,2011,2.1064544469240025,0.15602989731066694,0.25666918107604714,7.407228650897868,Brunswick
Buncombe,county,2011,1.9421018713193243,0.13036486426642216,0.21445020171826445,6.712565709947113,Buncombe
Cabarrus,county,2011,1.5542155165866636,0.13203755591894872,0.21720177948667066,8.495447028409993,Cabarrus
Camden,county,2011,1.770063844883158,0.1399124830821313,0.230156034670106,7.904374945942526,Camden
Carteret,county,2011,1.5695140135225418,0.0994149303647304,0.1635375604499815,6.334121868820292,Carteret
Catawba,county,2011,1.7149070963930633,0.15207498570547023,0.25016335148549856,8.867826486071877,Catawba
Chatham,county,2011,2.218830985868149,0.12689808333553065,0.20874734708694792,5.7191414823279105,Chatham
Cherokee,county,2011,2.018926173814742,0.13853544809698004,0.22789081211953216,6.861838233302935,Cherokee
Cleveland,county,2011,1.5258883252344018,0.08907314148812337,0.14652531774796296,5.837461366934586,Cleveland
Cumberland,county,2011,1.8820303423113727,0.14722962416414676,0.24219273175002143,7.822914479865934,Cumberland
Davidson,county,2011,1.6374820648320914,0.1731320127842387,0.28480216103007266,10.573063149976655,Davidson
Davie,county,2011,1.7825344345284262,0.1473093414258466,0.24232386664551764,8.264039031864067,Davie
Duplin,county,2011,1.4842103517415908,0.10353611703447675,0.17031691252171427,6.975838493040168,Duplin
Durham,county,2011,1.8821200872327788,0.08727322436123346,0.14356445407422905,4.636963653554567,Durham
Edgecombe,county,2011,1.5523050038308033,0.1321853936206914,0.21744497250603737,8.515426626499442,Edgecombe
Forsyth,county,2011,2.044063896340915,0.09464695739008909,0.15569424490669656,4.630332621182582,Forsyth
Franklin,county,2011,1.3293163943329238,0.0864130398910974,0.14214945062085524,6.500562263392615,Franklin
Gaston,county,2011,1.89006731600122,0.14660072856961698,0.24115819849701994,7.756376046953576,Gaston
Granville,county,2011,1.471504491841737,0.11804142524034057,0.19417814452036025,8.021818886369811,Granville
Greene,county,2011,1.839408619625164,0.1553222455231106,0.25550509388551695,8.444140353912351,Greene
Guilford,county,2011,1.9731065013605913,0.10370525164241105,0.17059513895176617,5.255937860977054,Guilford
Halifax,county,2011,1.7803232381346388,0.14883739557796044,0.24483751572574491,8.360133283094543,Halifax
Harnett,county,2011,1.6060636068918825,0.0994750112651324,0.16363639353114282,6.19371554390927,Harnett
Henderson,county,2011,2.0195664009155245,0.18744890692843974,0.30835345189728336,9.281641190082388,Henderson
Hoke,county,2011,1.9018814027838997,0.15215264361520547,0.250291098747013,8.000112067581625,Hoke
Mecklenburg,county,2011,2.0934616857638577,0.07883646554536805,0.12968598582213045,3.7658422927669855,Mecklenburg
Pitt,county,2011,1.8936919875362686,0.19732356112089502,0.3245972580438723,10.420045203740708,Pitt
Robeson,county,2011,1.942383713745152,0.22837361695609779,0.37567459989278085,11.757389404576795,Robeson
Rowan,county,2011,1.5362672715848695,0.11618604837726138,0.19112604958059495,7.5628798794495955,Rowan
Union,county,2011,1.291897040322637,0.11312053446037859,0.1860832791873228,8.756157103055827,Union
Wake,county,2011,1.7234817494180037,0.07827145175219767,0.12875653813236518,4.541472619517373,Wake
Wayne,county,2011,1.7028744090546484,0.1639132038926998,0.2696372204034912,9.625677796385249,Wayne
Alamance,county,2012,1.820509559249329,0.20018269740596248,0.3293005372328083,10.995970682433882,Alamance
Alexander,county,2012,1.4010891689186058,0.11946273551727246,0.1965161999259132,8.526419172127115,Alexander
Alleghany,county,2012,1.8982850048335458,0.1804591445287889,0.2968552927498577,9.506430492222782,Alleghany
Anson,county,2012,1.8773124936913417,0.2472769426806195,0.4067705707096191,13.171858361971545,Anson
Ashe,county,2012,2.3815400782670686,0.24927674217942475,0.4100602408851537,10.467039562097623,Ashe
Beaufort,county,2012,1.6431193540790423,0.11246153317281306,0.1849992220692775,6.844392216160525,Beaufort
Bertie,county,2012,1.9167728558811197,0.178706207376798,0.29397171113483267,9.323285585377757,Bertie
Bladen,county,2012,2.501007108725928,0.2969661438597424,0.4885093066492763,11.873862446197684,Bladen
Brunswick,county,2012,1.9841915995181654,0.24111773596520875,0.3966386756627684,12.151938150718962,Brunswick
Buncombe,county,2012,1.8796367610009634,0.10493032025515459,0.1726103768197293,5.5824786167342255,Buncombe
Burke,county,2012,1.7698153304394442,0.15817809033211924,0.26020295859633613,8.937547754931229,Burke
Cabarrus,county,2012,1.6936785832476353,0.13609729166483064,0.2238800447886464,8.03560327272153,Cabarrus
Camden,county,2012,1.6230767637611239,0.11144978046080024,0.1833348888580164,6.8665748256132915,Camden
Caswell,county,2012,1.2819892414727592,0.10584357532967807,0.17411268141732042,8.256198406788824,Caswell
Catawba,county,2012,1.741851645034453,0.1486825443319577,0.24458278542607043,8.535890226691311,Catawba
Chatham,county,2012,1.6745769631145149,0.14332235642294602,0.2357652763157462,8.558720177087794,Chatham
Cherokee,county,2012,2.023106445317341,0.19641700690347663,0.32310597635621907,9.708683759972253,Cherokee
Cleveland,county,2012,1.6352426693738427,0.09622851826462196,0.15829591254530312,5.884662874010572,Cleveland
Craven,county,2012,1.945677369297687,0.21658880674506098,0.35628858709562533,11.131794518596935,Craven
Cumberland,county,2012,1.518394327508513,0.06939627885535642,0.1141568787170613,4.570372636285244,Cumberland
Davidson,county,2012,1.4065306282752748,0.10109656310804382,0.1663038463127321,7.187654578984256,Davidson
Davie,county,2012,1.7844161046391,0.23151381118663475,0.3808402194020142,12.974205432508057,Davie
Duplin,county,2012,1.701018696052719,0.15908200329806385,0.261689895425315,9.352160776787457,Duplin
Durham,county,2012,2.089783840466844,0.14667555682980743,0.24128129098503323,7.0186951391604735,Durham
Edgecombe,county,2012,1.808418097853999,0.16818988124342302,0.2766723546454309,9.30038697594375,Edgecombe
Forsyth,county,2012,2.1361899076043014,0.10634196756259368,0.1749325366404666,4.978113939404118,Forsyth
Franklin,county,2012,1.6263348210126285,0.1731716866111519,0.28486742447534485,10.647972629850443,Franklin
Gaston,county,2012,1.7502217255530295,0.12148900830407883,0.19984941866020967,6.941349574762656,Gaston
Graham,county,2012,1.6532115578616229,0.12658342429427147,0.20822973296407657,7.656819461025494,Graham
Greene,county,2012,1.4782711789713254,0.12050271207803177,0.19822696136836226,8.151597203016918,Greene
Guilford,county,2012,1.9190385887586632,0.07681375855328959,0.12635863282016138,4.002720893850125,Guilford
Halifax,county,2012,2.235345279069937,0.21840489143816427,0.35927604641578026,9.77052151554127,Halifax
Harnett,county,2012,1.878357227063873,0.1890034304394445,0.31091064307288624,10.062166435448622,Harnett
Henderson,county,2012,1.3158348699218216,0.10525856635418039,0.17315034165262674,7.999375055354337,Henderson
Hoke,county,2012,1.8515152314959489,0.14889588229300338,0.24493372637199057,8.04183944912522,Hoke
Iredell,county,2012,1.9912223816613184,0.15655219905581869,0.2575283674468217,7.862115276406441,Iredell
Johnston,county,2012,1.2665614200403938,0.09278268921377769,0.1526275237566643,7.3255578249666415,Johnston
Jones,county,2012,1.364212859100657,0.12920811370504331,0.21254734704479625,9.471257571213807,Jones
Mecklenburg,county,2012,2.021574011507334,0.07061956338813287,0.11616918177347857,3.493295965725105,Mecklenburg
Montgomery,county,2012,2.1441228769351373,0.19074170809171231,0.3137701098108668,8.896025043320432,Montgomery
New,county,2012,1.8749406662465757,0.1391406119897118,0.22888630672307592,7.4210674766714595,New
Onslow,county,2012,1.306846916714718,0.11404101995977857,0.18759747783383574,8.72642529902938,Onslow
Orange,county,2012,2.745554475823228,0.25244082869608603,0.4152651632050615,9.194529954478286,Orange
