geography,level,year,palma,se
400,puma,2008,1.6375123557019358,0.11218188916515491
500,puma,2008,2.1442210740888483,0.21730192837319293
600,puma,2008,1.6168801824387915,0.1300818119235078
700,puma,2008,1.5485318241835884,0.11562312063300768
800,puma,2008,1.6606209874871907,0.1298615847413281
901,puma,2008,2.394283883657438,0.25136912365443176
902,puma,2008,1.2432646222025432,0.0870201692374284
903,puma,2008,1.2341389992309835,0.08241175953788542
904,puma,2008,1.8254586024082091,0.1798487576520495
905,puma,2008,1.6167636771849268,0.08590481257729668
1000,puma,2008,1.5108457097721304,0.10383719575490054
1100,puma,2008,1.6273458834025591,0.11589600237427472
1200,puma,2008,1.5426165393908358,0.12391310412715231
1300,puma,2008,1.6885488420275352,0.127475208643769
1400,puma,2008,1.6258439668460318,0.12268696939511996
1500,puma,2008,1.6195892107775733,0.10865085384425763
1601,puma,2008,1.5332198642338115,0.1419223258709463
1602,puma,2008,2.366587598461048,0.18339889975918633
1700,puma,2008,1.624596564108055,0.11030545479834676
1800,puma,2008,2.2668080950267697,0.16006557173546831
1900,puma,2008,1.3453099483490336,0.12340689432375149
2000,puma,2008,1.547384860432118,0.15812879642639444
2100,puma,2008,1.5122524693181394,0.12015469377381532
2200,puma,2008,1.50674118427402,0.16224054187424322
2300,puma,2008,1.6345605711727633,0.11584270890272214
2400,puma,2008,1.3347014621239064,0.08544718770012093
2500,puma,2008,1.5684763801908246,0.1624422459942944
2601,puma,2008,2.1105512102447026,0.16501656749542892
2602,puma,2008,1.6904799481211883,0.12776239647042661
2701,puma,2008,1.4017799852145179,0.07836600552763678
2702,puma,2008,1.2760816274626836,0.08043235444724987
2703,puma,2008,1.4589144117308104,0.10047333185177872
2801,puma,2008,2.0512560461160545,0.16463877770626115
2802,puma,2008,1.5483380862527434,0.13463531388649402
2900,puma,2008,2.080063606406479,0.13446551890367453
3000,puma,2008,1.3790549110652701,0.08718605464469495
3100,puma,2008,1.48874083184376,0.08602670243932736
3200,puma,2008,1.6544995329103005,0.16398603156427358
3300,puma,2008,1.6542001315262913,0.13591302363522756
3400,puma,2008,1.987920744333007,0.15533104623609645
3500,puma,2008,1.5313582045838,0.13822370351081842
3600,puma,2008,1.9161360870295099,0.18929991460308493
3700,puma,2008,1.4687639339167482,0.08274089159990063
3800,puma,2008,1.7177221648721457,0.14821926975999425
3900,puma,2008,2.0495262799092706,0.131105683235288
4000,puma,2008,1.6769045289929123,0.07506394405024239
4100,puma,2008,1.6971245791171914,0.14706917348017948
4200,puma,2008,1.6343547820205169,0.12147484917855969
4300,puma,2008,1.921428810166061,0.14706104056266517
4400,puma,2008,1.703441270474202,0.13254300854326298
4500,puma,2008,1.5116044130929944,0.10380087715000016
4600,puma,2008,2.027079341358474,0.16660027250915357
4700,puma,2008,1.907217269310095,0.16268095322686846
4800,puma,2008,1.7072535553799042,0.1395598361719807
800,puma,2009,1.4661855586125077,0.0887466674548573
1601,puma,2009,1.4956296399687645,0.1540286828377046
100,puma,2009,1.6489342051087994,0.11110942753034465
201,puma,2009,1.377296009514567,0.10737474213194469
202,puma,2009,2.0619613198966897,0.1433092352681619
300,puma,2009,1.6548329795553334,0.1278951886898517
400,puma,2009,1.6159950823324676,0.10650991542012737
500,puma,2009,1.945851003572319,0.15325050878529425
600,puma,2009,1.5586639089962064,0.10708680855950073
700,puma,2009,1.4613304750137355,0.12482822321099973
901,puma,2009,2.133154550172223,0.22817523739086956
902,puma,2009,1.3149551145569938,0.12349713132480827
903,puma,2009,1.3529393467523856,0.11514149810995175
904,puma,2009,2.7192994922486076,0.2595382927435844
905,puma,2009,1.7964538641020829,0.12115103706242969
1000,puma,2009,1.4240349093187619,0.09543148862453676
1100,puma,2009,1.6928874642030596,0.12423596382567882
1200,puma,2009,1.577463540528764,0.15977649923470685
1300,puma,2009,1.5421679384634106,0.13332783840273998
1400,puma,2009,1.7929100713849968,0.1562545678427388
1500,puma,2009,1.803036548878403,0.15682181116155325
1602,puma,2009,2.2255531486835505,0.18592119597648604
1700,puma,2009,1.5248219815977393,0.09241855333830554
1800,puma,2009,2.128666548318629,0.15002191249030875
1900,puma,2009,1.2843572575152706,0.09356073971180862
2000,puma,2009,1.5142729724444974,0.1294452925079446
2100,puma,2009,1.4483584114672763,0.1559561379899758
2200,puma,2009,1.6250790579132022,0.14136354858889785
2300,puma,2009,1.656152447225762,0.12870958962376544
2400,puma,2009,1.4845219332315303,0.14125515598971825
2500,puma,2009,1.3497936863355118,0.12326433383685782
2601,puma,2009,2.3043090439454943,0.20758020169271538
2602,puma,2009,1.4984041477005423,0.11714500804237885
2702,puma,2009,1.2471136251595727,0.08133422166183027
2703,puma,2009,1.2793357844896487,0.0740078168731521
2801,puma,2009,1.8173064650500297,0.16636221757834807
2802,puma,2009,1.9676782437173077,0.26185519262215895
2900,puma,2009,2.3290580221600075,0.18287628145145848
3000,puma,2009,1.439338216702976,0.09777579283668476
3100,puma,2009,1.448376763419325,0.07959493611048946
3200,puma,2009,1.644636734371137,0.11334296183779141
3300,puma,2009,1.6779329280067508,0.1616168442374771
3400,puma,2009,1.5699034941975976,0.11662592839117694
3500,puma,2009,1.7346220158232848,0.14920201738138564
3600,puma,2009,1.808334599636048,0.17788082001694722
3700,puma,2009,1.4743035899164774,0.11777082242430527
3800,puma,2009,2.120458904295852,0.25046716316424206
3900,puma,2009,1.8978429020147491,0.15291349198815898
4000,puma,2009,1.9574264925204719,0.12080067631252742
4100,puma,2009,2.0652132668687315,0.20729784170025517
4200,puma,2009,1.3840187878558743,0.10167280557552737
4300,puma,2009,1.5951317265082716,0.09638659487023148
4400,puma,2009,1.5743448007153502,0.17301491663132101
4500,puma,2009,1.7070969368204003,0.15128476215077472
4600,puma,2009,2.0264453938671183,0.14515960090077099
4700,puma,2009,1.7273202203361673,0.16311326361626952
4800,puma,2009,1.5111280098117759,0.08410769002285054
2701,puma,2009,1.336245746849881,0.09585407093413341
100,puma,2010,1.6078912816965956,0.1180314406074738
201,puma,2010,1.5911370920792898,0.13455911135695325
202,puma,2010,1.7441690870268163,0.12188417785461621
300,puma,2010,1.6724028676630316,0.14679351306346514
400,puma,2010,1.494914160342416,0.07093721447593547
500,puma,2010,2.0782269818763384,0.1970127580747346
600,puma,2010,1.690455789157072,0.11617189445052284
700,puma,2010,1.466686081520046,0.10018334815378604
800,puma,2010,1.4712830608373941,0.11644848435765791
902,puma,2010,1.5703362359770305,0.15428704211901967
903,puma,2010,1.5003307186576746,0.15548858024645604
904,puma,2010,2.753135819265541,0.29461809908597614
905,puma,2010,1.6471768239599822,0.10188554783502991
1000,puma,2010,1.445699752904156,0.08137591544392085
1100,puma,2010,1.6750838517608553,0.10372295893060586
1200,puma,2010,1.7233501660305515,0.15700949648639323
1300,puma,2010,1.4097942013338358,0.12428270044061905
1400,puma,2010,1.3606931857638165,0.08885127580554973
1500,puma,2010,1.713243556833012,0.1702136586943312
1601,puma,2010,1.7958515112485207,0.22017349997771155
1602,puma,2010,1.9994553420431294,0.16102994896310246
1700,puma,2010,1.593506164561926,0.0967241872289329
1800,puma,2010,1.9948231784415573,0.13176682396668876
1900,puma,2010,1.4788711739406428,0.1439443611188497
2000,puma,2010,1.4554321798297467,0.10187108809327446
2100,puma,2010,1.6178352097779272,0.14719791889997444
2200,puma,2010,1.3962613893372091,0.08788240186321752
2300,puma,2010,1.595851935880715,0.12810162754934531
2400,puma,2010,1.4285595825278354,0.09541404735703497
2500,puma,2010,1.4516544348393856,0.12387173837265168
2601,puma,2010,2.529072902376725,0.2008446623448462
2602,puma,2010,1.6058894946028346,0.11067503851547753
2701,puma,2010,1.5342792084274481,0.10263920534369018
2702,puma,2010,1.2534866119355539,0.07906400032873304
2703,puma,2010,1.5188853711833001,0.12142806313165362
2801,puma,2010,2.089424863752422,0.2174281335624161
2802,puma,2010,1.7617267831065087,0.14242001191168643
2900,puma,2010,2.4290844771138445,0.16430104927197595
3000,puma,2010,1.328447201021454,0.07385932938982485
3100,puma,2010,1.4939826575781525,0.10939649512796264
3200,puma,2010,1.5429794364568732,0.10472675371178874
3300,puma,2010,1.7311684035492598,0.12136313941994074
3400,puma,2010,1.5051615960922786,0.09563800723582984
3500,puma,2010,1.7111971094979213,0.184375471671004
3600,puma,2010,1.711615135984932,0.15545037686975616
3700,puma,2010,1.4946556675274487,0.08932523283127286
3800,puma,2010,1.9834986567686215,0.2803910474337669
3900,puma,2010,2.140602910897249,0.16061033384547804
4000,puma,2010,1.958041067785319,0.1016988325799828
4100,puma,2010,1.8227388412520877,0.15517512424596974
4200,puma,2010,1.5990567514610796,0.13640579071950315
4300,puma,2010,1.6964733124875222,0.11525411922109319
4400,puma,2010,1.795228106732319,0.16442405827583972
4500,puma,2010,1.7566773155269784,0.13073861589686406
4600,puma,2010,2.19636536192657,0.2610869593939491
4700,puma,2010,1.7312423849792247,0.15571398479300871
4800,puma,2010,1.5641318491850609,0.07970666498644735
901,puma,2010,1.8100644842311584,0.1691427739834715
100,puma,2011,2.0189261738147426,0.13853544809698
201,puma,2011,1.6268255397541767,0.15767390626276065
202,puma,2011,2.2899311895620396,0.22886630225983845
300,puma,2011,2.019566400915525,0.18744890692843974
400,puma,2011,1.5258883252344018,0.08907314148812334
500,puma,2011,1.7893335448335959,0.12788138081071773
600,puma,2011,1.802188672885988,0.1447056525735939
700,puma,2011,1.7149070963930633,0.15207498570547018
800,puma,2011,1.6202353766714157,0.09732334172079625
901,puma,2011,2.2424220716600765,0.26556051940421527
902,puma,2011,1.977746428287996,0.191552815877272
903,puma,2011,1.9886427819975707,0.27889173229617614
904,puma,2011,2.7587917933265174,0.24502215222710846
905,puma,2011,1.7348941889102545,0.10267567705637595
1000,puma,2011,1.5529427186683828,0.10467538865876248
1100,puma,2011,1.8900673160012196,0.146600728569617
1200,puma,2011,1.5362672715848695,0.11618604837726135
1300,puma,2011,1.5542155165866633,0.13203755591894875
1400,puma,2011,1.2918970403226373,0.11312053446037858
1500,puma,2011,2.0203316059604117,0.255362727071135
1601,puma,2011,1.7879505826528146,0.24067211205718056
1602,puma,2011,2.2756415305749464,0.2280287424670035
1700,puma,2011,1.7527391986275278,0.12059768811938089
1800,puma,2011,2.4805442391976644,0.17581197285893552
1900,puma,2011,1.5161663268328593,0.09891104446466359
2000,puma,2011,1.3010036566445677,0.07524887609642932
2100,puma,2011,1.7825344345284262,0.14730934142584656
2200,puma,2011,1.6374820648320911,0.17313201278423868
2300,puma,2011,1.7802467503735349,0.164238184263624
2400,puma,2011,1.5167484984017074,0.10832877286193898
2500,puma,2011,1.608590851802001,0.12790603286353472
2601,puma,2011,2.6619405999538532,0.265458367629935
2602,puma,2011,1.5677243770556657,0.11671840059252163
2701,puma,2011,1.4305713922745815,0.10829519966414498
2702,puma,2011,1.3953772544632406,0.12199381729872237
2703,puma,2011,1.3196015816196942,0.09138173861120012
2801,puma,2011,2.2722429382494957,0.17999589941498767
2802,puma,2011,1.8783090038195593,0.1477046224864476
2900,puma,2011,2.5428611461337076,0.20874225774122787
3000,puma,2011,1.3293163943329238,0.08641303989109742
3100,puma,2011,1.7025533568109614,0.13409210407131317
3200,puma,2011,1.498025278696424,0.11214000077603409
3300,puma,2011,1.471504491841737,0.11804142524034059
3400,puma,2011,1.552305003830803,0.13218539362069137
3500,puma,2011,1.780323238134639,0.14883739557796036
3600,puma,2011,1.8444910411447855,0.17442346572277512
3700,puma,2011,1.9037472444009877,0.23022789070753635
3800,puma,2011,1.9423837137451523,0.2283736169560978
3900,puma,2011,1.9018814027839,0.15215264361520547
4000,puma,2011,2.1064544469240025,0.15602989731066694
4100,puma,2011,1.876575356010566,0.21283687931199485
4200,puma,2011,1.4388441391602445,0.15360504307266445
4300,puma,2011,1.7028744090546486,0.16391320389269975
4400,puma,2011,1.8394086196251642,0.15532224552311058
4500,puma,2011,1.5695140135225418,0.09941493036473041
4600,puma,2011,1.8936919875362686,0.19732356112089502
4700,puma,2011,1.5807065489737762,0.09690265005405525
4800,puma,2011,1.7700638448831578,0.13991248308213122
100,puma,2012,2.3815400782670686,0.24927674217942467
200,puma,2012,1.8982850048335453,0.1804591445287889
300,puma,2012,1.5333539025639158,0.12419829929520464
400,puma,2012,1.2819892414727592,0.10584357532967807
500,puma,2012,1.6263348210126285,0.17317168661115193
600,puma,2012,2.235345279069937,0.21840489143816422
700,puma,2012,1.6230767637611236,0.11144978046080024
800,puma,2012,1.9167728558811197,0.17870620737679796
900,puma,2012,1.808418097853999,0.168189881243423
1000,puma,2012,1.4782711789713252,0.12050271207803175
1100,puma,2012,1.2665614200403938,0.0927826892137777
1201,puma,2012,2.594968621134991,0.24631398788495923
1203,puma,2012,1.5214564948621032,0.15727609982099658
1204,puma,2012,1.0498288110880245,0.0832362445459694
1205,puma,2012,1.2026667858117825,0.08924409282752847
1206,puma,2012,1.3467993142415513,0.08875552216139668
1207,puma,2012,1.7204327561806767,0.16207975433750454
1208,puma,2012,1.1311713235312342,0.0820076213011522
1301,puma,2012,2.26514642800041,0.2027533031574789
1302,puma,2012,1.815698223497512,0.15797185560478483
1400,puma,2012,2.7455544758232286,0.25244082869608603
1500,puma,2012,1.6745769631145146,0.143322356422946
1600,puma,2012,1.820509559249329,0.20018269740596248
1701,puma,2012,2.375157593018851,0.1823408489836257
1702,puma,2012,1.580721460133649,0.13844286944621806
1703,puma,2012,1.5749851922338276,0.14800801800333624
1704,puma,2012,1.8121364428114164,0.1402450636864343
1801,puma,2012,3.4491337485933906,0.2940269706737187
1802,puma,2012,1.6774571072412208,0.1618728871484762
1803,puma,2012,1.5028420960823963,0.11921615973114551
1900,puma,2012,1.7844161046391,0.23151381118663472
2000,puma,2012,1.4010891689186056,0.11946273551727246
2100,puma,2012,1.7698153304394444,0.15817809033211924
2201,puma,2012,2.077365294214817,0.18247595780853218
2202,puma,2012,1.650960220424898,0.1478812537964976
2300,puma,2012,1.6532115578616229,0.12658342429427147
2400,puma,2012,2.0231064453173406,0.1964170069034766
2500,puma,2012,1.3158348699218214,0.10525856635418038
2600,puma,2012,1.5093294541220215,0.109380927760468
2700,puma,2012,1.6910824345957924,0.15675597162282884
2800,puma,2012,1.7418516450344534,0.14868254433195774
2900,puma,2012,1.9912223816613184,0.15655219905581866
3001,puma,2012,1.7917381475812972,0.18019278145469883
3002,puma,2012,1.711232756748415,0.18369005557219553
3101,puma,2012,2.2999922148661467,0.22993502666455332
3102,puma,2012,1.5338652296237716,0.1671829506696049
3103,puma,2012,1.5219713928026743,0.14459133839297295
3104,puma,2012,1.8687158916021716,0.1354866910247684
3105,puma,2012,2.308180939232899,0.24146873615097375
3106,puma,2012,1.4891114897076765,0.11181700110879941
3107,puma,2012,1.2708106030450148,0.11302220791900146
3108,puma,2012,1.7138644095301325,0.21282634421263497
3200,puma,2012,1.869835921461505,0.21386539182817135
3300,puma,2012,1.419622429546861,0.1326426219074735
3400,puma,2012,1.4142473111778011,0.10203994029236022
3500,puma,2012,1.4065306282752748,0.10109656310804382
3600,puma,2012,1.6202888130744588,0.1520789377646309
3700,puma,2012,2.1441228769351364,0.1907417080917123
3800,puma,2012,1.8783572270638729,0.18900343043944448
3900,puma,2012,1.701018696052719,0.15908200329806382
4000,puma,2012,1.7879022769086792,0.21218481239058504
4100,puma,2012,1.3642128591006568,0.1292081137050433
4200,puma,2012,1.6583109733190773,0.124987020316942
4300,puma,2012,1.945677369297687,0.21658880674506095
4400,puma,2012,1.6431193540790425,0.11246153317281306
4500,puma,2012,1.306846916714718,0.11404101995977858
4600,puma,2012,1.484424449843973,0.14840275079488244
4700,puma,2012,2.135254797342025,0.20900074962258222
4800,puma,2012,1.9841915995181654,0.24111773596520872
4900,puma,2012,2.5010071087259274,0.29696614385974224
5001,puma,2012,1.684954370074453,0.12253826786489287
5002,puma,2012,1.6875866419105467,0.14792940052714873
5003,puma,2012,1.1545061138827242,0.06657887648706111
5100,puma,2012,2.298359028287762,0.2160125615791374
5200,puma,2012,1.8515152314959489,0.14889588229300335
5300,puma,2012,1.8773124936913415,0.2472769426806195
5400,puma,2012,1.4478367517633262,0.14401691618296086
1202,puma,2012,1.4577809966204271,0.11101518314458012
100,puma,2013,2.43800057378548,0.22128871601488792
200,puma,2013,1.9125192995503983,0.20222267980585862
300,puma,2013,1.3700298584769925,0.09045381747859398
400,puma,2013,1.3407065298216245,0.11655313819296119
500,puma,2013,1.9439738551296164,0.20651412750392714
600,puma,2013,2.0271983058031933,0.16023616258025633
700,puma,2013,1.7363964400731515,0.18504488715746223
800,puma,2013,2.1796212427596258,0.26116029090062287
900,puma,2013,1.747146054771805,0.19409148894945208
1000,puma,2013,1.805783717410059,0.18860347804207303
1100,puma,2013,1.3724147875684887,0.11961317951699774
1201,puma,2013,3.091739543754792,0.30668501817065075
1202,puma,2013,1.9487048824180393,0.21992442662501616
1203,puma,2013,1.3591587550624664,0.15091850649162009
1204,puma,2013,1.4366195707057172,0.12060981757202792
1205,puma,2013,1.189569982423589,0.10598746231508585
1206,puma,2013,1.5012496801008455,0.12843716652487616
1207,puma,2013,1.560952157103501,0.1351159830883386
1208,puma,2013,1.41864928970023,0.11354714979715262
1301,puma,2013,2.153151932503802,0.1973305752886988
1302,puma,2013,2.0186971498804542,0.18590245723643598
1400,puma,2013,2.469082498142188,0.22769196224176622
1500,puma,2013,1.7019125333848655,0.16153987485595028
1600,puma,2013,1.4940591923416229,0.12811432509145382
1701,puma,2013,2.50845302232931,0.2636814108381669
1702,puma,2013,1.9443207283621553,0.23205291532820274
1703,puma,2013,1.5167124536462913,0.1334504551779822
1704,puma,2013,1.9808228843917746,0.17666503888612
1801,puma,2013,3.029067896952693,0.34607426169252414
1802,puma,2013,1.6756432628817723,0.1179207681631674
1803,puma,2013,1.609341737612871,0.12713495937480035
1900,puma,2013,1.5420302274547808,0.13969694922928969
2000,puma,2013,1.443144069744864,0.1400820884059278
2100,puma,2013,1.5892665703641993,0.14694542005396613
2201,puma,2013,2.0528191946171157,0.2064089177759731
2202,puma,2013,1.642973642099818,0.13174579406934417
2300,puma,2013,1.9114968960633385,0.19687504951670254
2400,puma,2013,2.422244511216742,0.3266284612405403
2500,puma,2013,1.763446167953842,0.13213961183405837
2600,puma,2013,1.6858600604580825,0.12253396011294465
2700,puma,2013,1.3804038024123397,0.0972241190480833
2800,puma,2013,1.6209573125785608,0.1529677804425495
2900,puma,2013,1.9206001059811884,0.16173562753368956
3001,puma,2013,1.6220445447742806,0.17556292708487528
3002,puma,2013,1.772370677464058,0.14249702167133818
3101,puma,2013,3.0451574581568384,0.34648861595342
3102,puma,2013,1.2571364436904693,0.10375819072290686
3103,puma,2013,1.6029531086284137,0.18321839461791484
3104,puma,2013,2.2249683032615097,0.20742149463064277
3105,puma,2013,2.4597788238129903,0.2518252551857423
3106,puma,2013,1.4856934190362805,0.10817587857177542
3107,puma,2013,1.2596832836032499,0.08425303577534175
3108,puma,2013,1.7979041224945633,0.17389829449582062
3200,puma,2013,1.3640557015386208,0.11821962422912927
3300,puma,2013,1.393089204953724,0.1889483429828801
3400,puma,2013,1.6299628107067339,0.14136633311458285
3500,puma,2013,1.7445058868271288,0.11812974018762583
3600,puma,2013,1.5997178244146966,0.15969905633308482
3700,puma,2013,2.0065883482173925,0.1526067882635608
3800,puma,2013,1.6425852393173321,0.11230369167106843
3900,puma,2013,1.9572026640144906,0.23451914357427983
4000,puma,2013,1.438187303631804,0.12703095675169243
4100,puma,2013,1.50683215635074,0.17215122109316638
4200,puma,2013,2.2742057916170726,0.1919713678299169
4300,puma,2013,1.6741544471842114,0.2059525866197393
4400,puma,2013,1.7545073799584432,0.12260622772846183
4500,puma,2013,1.3755266746945196,0.10155532392786996
4600,puma,2013,1.4805584414031658,0.13810545883415096
4700,puma,2013,1.9080662392407723,0.12617037437944242
4800,puma,2013,2.047716260667777,0.1767197933104091
4900,puma,2013,1.9804980926801317,0.24190819265911828
5001,puma,2013,2.0240245554891456,0.17281526487026047
5002,puma,2013,1.6376875685502952,0.2179533319154996
5003,puma,2013,1.488888919208104,0.12165736636206065
5100,puma,2013,1.896906707929759,0.16859186538431237
5200,puma,2013,2.0689295003571515,0.29328243147796873
5300,puma,2013,1.4596216530531565,0.10934336638333729
5400,puma,2013,1.5061691653869007,0.15200732398261668
100,puma,2014,1.9532924784919443,0.15697837151979618
200,puma,2014,1.800867633037189,0.14400189438482025
300,puma,2014,1.2681808668188832,0.07748292870580786
400,puma,2014,1.4803031565600244,0.1540500925303246
500,puma,2014,1.412690320685024,0.12757897562668935
600,puma,2014,1.6645205095711586,0.12638482735449671
700,puma,2014,1.7937408093163802,0.1400128075757664
800,puma,2014,1.737441083208669,0.15579428469900364
900,puma,2014,1.5541355065856308,0.12960791122446705
1000,puma,2014,1.7302370735180523,0.22255698025416537
1100,puma,2014,1.5619919382328424,0.13496068355343924
1201,puma,2014,2.6107595853112735,0.2211960252676742
1202,puma,2014,1.737503871306544,0.1538457639528551
1203,puma,2014,1.6748311531135185,0.19553112806742814
1204,puma,2014,1.4906555088908862,0.19884078212470838
1205,puma,2014,1.5692276692847749,0.13310405550524218
1206,puma,2014,1.4943502527876598,0.11984563410933108
1207,puma,2014,1.787210827248747,0.14828839855435472
1301,puma,2014,1.8574093231573074,0.1451213331993006
1302,puma,2014,2.01957978771341,0.24840600141822666
1400,puma,2014,3.0097647663146216,0.2842389588235405
1500,puma,2014,2.3400644634211294,0.2268916677369529
